Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Cost of good sold,Selling price
288-62-1085,A,New York,Member,Male,Food and beverages,38.54,5,9.64,202.335,1/9/2019,13:34,Ewallet,192.7,208.12
670-71-7306,B,San Francisco,Normal,Male,Food and beverages,44.63,6,13.39,281.169,1/2/2019,20:08,Credit card,267.78,289.2
660-29-7083,C,Los Angeles,Normal,Male,Electronic accessories,55.87,10,27.94,586.635,1/15/2019,15:01,Cash,558.7,782.18
271-77-8740,C,Los Angeles,Member,Female,Food and beverages,29.22,6,8.77,184.086,1/1/2019,11:40,Ewallet,175.32,189.35
497-36-0989,A,New York,Normal,Male,Food and beverages,51.94,3,7.79,163.611,2/15/2019,15:21,Cash,155.82,168.29
291-59-1384,B,San Francisco,Normal,Male,Electronic accessories,60.3,1,3.02,63.315,2/28/2019,17:38,Cash,60.3,84.42
860-73-6466,A,New York,Member,Female,Food and beverages,39.47,2,3.95,82.887,3/2/2019,16:16,Credit card,78.94,85.26
549-23-9016,C,Los Angeles,Member,Female,Food and beverages,14.87,2,1.49,31.227,2/13/2019,18:15,Credit card,29.74,32.12
896-34-0956,A,New York,Normal,Male,Food and beverages,21.32,1,1.07,22.386,1/26/2019,12:43,Cash,21.32,23.03
804-38-3935,A,New York,Member,Male,Electronic accessories,93.78,3,14.07,295.407,1/30/2019,11:32,Credit card,281.34,393.88
585-90-0249,A,New York,Member,Male,Electronic accessories,73.26,1,3.66,76.923,1/27/2019,18:08,Ewallet,73.26,102.56
862-29-5914,C,Los Angeles,Normal,Female,Food and beverages,22.38,1,1.12,23.499,1/30/2019,17:08,Credit card,22.38,24.17
845-94-6841,C,Los Angeles,Member,Female,Food and beverages,72.88,9,32.8,688.716,1/8/2019,19:38,Cash,655.92,708.39
125-45-2293,A,New York,Normal,Female,Food and beverages,99.1,6,29.73,624.33,1/19/2019,13:11,Cash,594.6,642.17
843-73-4724,A,New York,Normal,Male,Food and beverages,74.1,1,3.71,77.805,1/25/2019,11:05,Cash,74.1,80.03
409-33-9708,A,New York,Normal,Female,Food and beverages,98.48,2,9.85,206.808,2/19/2019,10:12,Ewallet,196.96,212.72
658-66-3967,C,Los Angeles,Normal,Male,Health and beauty,53.19,7,18.62,390.9465,1/14/2019,15:42,Ewallet,372.33,502.65
866-70-2814,B,San Francisco,Normal,Female,Electronic accessories,52.79,10,26.4,554.295,2/25/2019,11:58,Ewallet,527.9,739.06
160-22-2687,A,New York,Member,Female,Health and beauty,95.95,5,23.99,503.7375,1/23/2019,14:21,Ewallet,479.75,647.66
895-03-6665,B,San Francisco,Normal,Female,Food and beverages,36.51,9,16.43,345.0195,2/16/2019,10:52,Cash,328.59,354.88
770-42-8960,B,San Francisco,Normal,Male,Food and beverages,21.12,8,8.45,177.408,1/1/2019,19:31,Cash,168.96,182.48
748-45-2862,A,New York,Member,Female,Home and lifestyle,28.31,4,5.66,118.902,3/7/2019,18:35,Cash,113.24,152.87
234-36-2483,B,San Francisco,Normal,Male,Health and beauty,57.59,6,17.28,362.817,2/15/2019,13:51,Cash,345.54,466.48
316-66-3011,A,New York,Member,Female,Food and beverages,47.63,9,21.43,450.1035,1/23/2019,12:35,Cash,428.67,462.96
848-95-6252,C,Los Angeles,Member,Female,Home and lifestyle,86.27,1,4.31,90.5835,2/20/2019,13:24,Ewallet,86.27,116.46
840-76-5966,A,New York,Member,Male,Food and beverages,12.76,2,1.28,26.796,1/8/2019,18:06,Ewallet,25.52,27.56
152-03-4217,B,San Francisco,Normal,Female,Home and lifestyle,11.28,9,5.08,106.596,3/17/2019,11:55,Credit card,101.52,137.05
533-66-5566,B,San Francisco,Normal,Female,Home and lifestyle,51.07,7,17.87,375.3645,1/12/2019,11:42,Cash,357.49,482.61
124-31-1458,A,New York,Member,Female,Electronic accessories,79.59,3,11.94,250.7085,1/8/2019,14:30,Cash,238.77,334.28
176-78-1170,C,Los Angeles,Member,Male,Health and beauty,33.81,3,5.07,106.5015,1/26/2019,15:11,Ewallet,101.43,136.93
361-59-0574,B,San Francisco,Member,Male,Food and beverages,90.53,8,36.21,760.452,3/15/2019,14:48,Credit card,724.24,782.18
101-81-4070,C,Los Angeles,Member,Female,Health and beauty,62.82,2,6.28,131.922,1/17/2019,12:36,Ewallet,125.64,169.61
631-34-1880,C,Los Angeles,Member,Male,Food and beverages,24.31,3,3.65,76.5765,1/8/2019,19:09,Credit card,72.93,78.76
852-82-2749,A,New York,Normal,Male,Food and beverages,64.59,4,12.92,271.278,1/6/2019,13:35,Ewallet,258.36,279.03
873-14-6353,A,New York,Member,Male,Food and beverages,24.82,7,8.69,182.427,2/16/2019,10:33,Credit card,173.74,187.64
584-66-4073,C,Los Angeles,Normal,Male,Food and beverages,56.5,1,2.83,59.325,3/13/2019,15:45,Ewallet,56.5,61.02
544-55-9589,B,San Francisco,Member,Female,Electronic accessories,21.43,10,10.72,225.015,1/28/2019,11:51,Cash,214.3,300.02
166-19-2553,A,New York,Member,Male,Food and beverages,89.06,6,26.72,561.078,1/18/2019,17:26,Cash,534.36,577.11
737-88-5876,A,New York,Member,Male,Home and lifestyle,23.29,4,4.66,97.818,3/19/2019,11:52,Credit card,93.16,125.77
154-87-7367,C,Los Angeles,Normal,Male,Home and lifestyle,65.26,8,26.1,548.184,3/15/2019,14:04,Ewallet,522.08,704.81
885-56-0389,C,Los Angeles,Member,Male,Food and beverages,52.35,1,2.62,54.9675,2/12/2019,17:49,Cash,52.35,56.54
608-05-3804,B,San Francisco,Member,Male,Electronic accessories,39.75,1,1.99,41.7375,2/25/2019,20:19,Cash,39.75,55.65
448-61-3783,A,New York,Normal,Female,Electronic accessories,90.02,8,36.01,756.168,3/21/2019,16:08,Credit card,720.16,1008.22
761-49-0439,B,San Francisco,Member,Female,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17,Ewallet,96.8,135.52
490-95-0021,B,San Francisco,Member,Female,Food and beverages,33.21,10,16.61,348.705,1/8/2019,14:25,Ewallet,332.1,358.67
115-38-7388,C,Los Angeles,Member,Female,Food and beverages,10.18,8,4.07,85.512,3/30/2019,12:51,Credit card,81.44,87.96
311-13-6971,B,San Francisco,Member,Male,Food and beverages,31.99,10,16,335.895,2/20/2019,15:18,Credit card,319.9,345.49
291-55-6563,A,New York,Member,Female,Home and lifestyle,34.42,6,10.33,216.846,3/30/2019,12:45,Ewallet,206.52,278.8
548-48-3156,A,New York,Member,Female,Food and beverages,83.34,2,8.33,175.014,3/19/2019,13:37,Cash,166.68,180.01
460-93-5834,A,New York,Normal,Male,Food and beverages,45.58,7,15.95,335.013,1/13/2019,10:03,Cash,319.06,344.58
325-89-4209,A,New York,Member,Male,Food and beverages,87.9,1,4.4,92.295,2/5/2019,19:42,Ewallet,87.9,94.93
884-80-6021,A,New York,Member,Female,Electronic accessories,73.47,10,36.74,771.435,3/23/2019,13:14,Ewallet,734.7,1028.58
137-74-8729,C,Los Angeles,Normal,Female,Food and beverages,12.19,8,4.88,102.396,3/13/2019,12:47,Ewallet,97.52,105.32
880-46-5796,A,New York,Member,Male,Food and beverages,76.92,10,38.46,807.66,3/17/2019,19:53,Ewallet,769.2,830.74
389-70-2397,C,Los Angeles,Normal,Female,Health and beauty,83.66,5,20.92,439.215,2/21/2019,10:26,Cash,418.3,564.71
114-35-5271,B,San Francisco,Normal,Female,Electronic accessories,57.91,8,23.16,486.444,2/7/2019,15:06,Cash,463.28,648.59
607-76-6216,C,Los Angeles,Member,Female,Food and beverages,92.49,5,23.12,485.5725,3/2/2019,16:35,Credit card,462.45,499.45
715-20-1673,B,San Francisco,Normal,Male,Electronic accessories,28.38,5,7.1,148.995,3/6/2019,20:57,Cash,141.9,198.66
811-35-1094,B,San Francisco,Member,Male,Electronic accessories,50.45,6,15.14,317.835,2/6/2019,15:16,Credit card,302.7,423.78
699-88-1972,B,San Francisco,Normal,Male,Health and beauty,99.16,8,39.66,832.944,1/28/2019,17:47,Credit card,793.28,1070.93
781-84-8059,C,Los Angeles,Normal,Male,Food and beverages,60.74,7,21.26,446.439,1/18/2019,16:23,Ewallet,425.18,459.19
409-49-6995,C,Los Angeles,Member,Female,Food and beverages,47.27,6,14.18,297.801,2/5/2019,10:17,Cash,283.62,306.31
725-54-0677,C,Los Angeles,Member,Male,Health and beauty,85.6,7,29.96,629.16,3/2/2019,13:50,Cash,599.2,808.92
146-09-5432,A,New York,Member,Male,Food and beverages,35.04,9,15.77,331.128,2/9/2019,19:17,Ewallet,315.36,340.59
377-79-7592,C,Los Angeles,Member,Female,Electronic accessories,44.84,9,20.18,423.738,1/14/2019,14:00,Credit card,403.56,564.98
509-10-0516,B,San Francisco,Normal,Male,Home and lifestyle,45.97,4,9.19,193.074,2/9/2019,12:02,Ewallet,183.88,248.24
595-94-9924,A,New York,Member,Female,Health and beauty,27.73,5,6.93,145.5825,3/26/2019,20:21,Credit card,138.65,187.18
865-41-9075,A,New York,Normal,Male,Food and beverages,11.53,7,4.04,84.7455,1/28/2019,17:35,Cash,80.71,87.17
545-07-8534,C,Los Angeles,Normal,Female,Health and beauty,58.32,2,5.83,122.472,2/14/2019,12:42,Ewallet,116.64,157.46
118-62-1812,C,Los Angeles,Member,Female,Home and lifestyle,78.38,4,15.68,329.196,3/24/2019,17:56,Cash,313.52,423.25
450-42-3339,C,Los Angeles,Normal,Male,Health and beauty,84.61,10,42.31,888.405,2/9/2019,18:58,Credit card,846.1,1142.24
851-98-3555,B,San Francisco,Normal,Female,Health and beauty,82.88,5,20.72,435.12,3/24/2019,14:08,Credit card,414.4,559.44
186-71-5196,A,New York,Member,Female,Food and beverages,79.54,2,7.95,167.034,3/27/2019,16:30,Ewallet,159.08,171.81
624-01-8356,B,San Francisco,Normal,Female,Home and lifestyle,49.01,10,24.51,514.605,1/27/2019,10:44,Credit card,490.1,661.64
313-66-9943,B,San Francisco,Member,Female,Food and beverages,29.15,3,4.37,91.8225,3/27/2019,20:29,Credit card,87.45,94.45
151-27-8496,C,Los Angeles,Normal,Female,Electronic accessories,56.13,4,11.23,235.746,1/19/2019,11:43,Ewallet,224.52,314.33
453-33-6436,A,New York,Normal,Female,Home and lifestyle,93.12,8,37.25,782.208,2/7/2019,10:09,Cash,744.96,1005.7
522-57-8364,A,New York,Member,Male,Food and beverages,51.34,8,20.54,431.256,1/31/2019,10:00,Ewallet,410.72,443.58
459-45-2396,A,New York,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019,18:45,Cash,298.8,322.7
717-96-4189,C,Los Angeles,Normal,Female,Electronic accessories,35.49,6,10.65,223.587,2/2/2019,12:40,Cash,212.94,298.12
722-13-2115,C,Los Angeles,Member,Male,Food and beverages,42.85,1,2.14,44.9925,3/14/2019,15:36,Credit card,42.85,46.28
749-81-8133,A,New York,Normal,Female,Food and beverages,94.67,4,18.93,397.614,3/11/2019,12:04,Cash,378.68,408.97
777-67-2495,B,San Francisco,Normal,Male,Home and lifestyle,68.97,3,10.35,217.2555,2/22/2019,11:26,Ewallet,206.91,279.33
636-98-3364,B,San Francisco,Member,Female,Electronic accessories,26.26,3,3.94,82.719,3/2/2019,12:36,Ewallet,78.78,110.29
246-55-6923,C,Los Angeles,Member,Female,Home and lifestyle,35.79,9,16.11,338.2155,3/10/2019,15:06,Credit card,322.11,434.85
181-82-6255,B,San Francisco,Normal,Female,Home and lifestyle,16.37,6,4.91,103.131,2/8/2019,10:58,Cash,98.22,132.6
838-02-1821,C,Los Angeles,Member,Female,Home and lifestyle,12.73,2,1.27,26.733,2/22/2019,12:10,Credit card,25.46,34.37
887-42-0517,C,Los Angeles,Normal,Female,Food and beverages,83.14,7,29.1,611.079,1/10/2019,10:31,Credit card,581.98,628.54
457-12-0244,C,Los Angeles,Member,Female,Food and beverages,35.22,6,10.57,221.886,3/14/2019,13:49,Ewallet,211.32,228.23
226-34-0034,B,San Francisco,Normal,Female,Electronic accessories,13.78,4,2.76,57.876,1/10/2019,11:10,Ewallet,55.12,77.17
321-49-7382,B,San Francisco,Member,Male,Food and beverages,88.31,1,4.42,92.7255,2/15/2019,17:38,Credit card,88.31,95.37
397-25-8725,A,New York,Member,Female,Health and beauty,39.62,9,17.83,374.409,1/13/2019,17:54,Credit card,356.58,481.38
431-66-2305,B,San Francisco,Normal,Female,Electronic accessories,88.25,9,39.71,833.9625,2/15/2019,20:51,Credit card,794.25,1111.95
825-94-5922,B,San Francisco,Normal,Male,Food and beverages,25.31,2,2.53,53.151,3/2/2019,19:26,Ewallet,50.62,54.67
641-62-7288,B,San Francisco,Normal,Male,Home and lifestyle,99.92,6,29.98,629.496,3/24/2019,13:33,Ewallet,599.52,809.35
756-93-1854,C,Los Angeles,Member,Female,Food and beverages,83.35,2,8.34,175.035,2/2/2019,14:05,Credit card,166.7,180.04
243-55-8457,A,New York,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019,11:40,Ewallet,744.4,803.95
458-10-8612,C,Los Angeles,Normal,Male,Health and beauty,64.08,7,22.43,470.988,1/20/2019,12:27,Ewallet,448.56,605.56
501-61-1753,B,San Francisco,Normal,Female,Home and lifestyle,63.15,6,18.95,397.845,1/3/2019,20:24,Ewallet,378.9,511.52
235-06-8510,C,Los Angeles,Member,Male,Home and lifestyle,85.72,3,12.86,270.018,1/24/2019,20:59,Ewallet,257.16,347.17
433-08-7822,C,Los Angeles,Normal,Female,Health and beauty,78.89,7,27.61,579.8415,1/5/2019,19:48,Ewallet,552.23,745.51
361-85-2571,A,New York,Normal,Female,Food and beverages,89.48,5,22.37,469.77,3/30/2019,10:18,Cash,447.4,483.19
131-70-8179,A,New York,Member,Female,Health and beauty,92.09,3,13.81,290.0835,2/17/2019,16:27,Cash,276.27,372.96
500-02-2261,C,Los Angeles,Normal,Female,Food and beverages,57.29,6,17.19,360.927,3/21/2019,17:04,Ewallet,343.74,371.24
720-72-2436,A,New York,Normal,Male,Food and beverages,66.52,4,13.3,279.384,3/2/2019,18:14,Ewallet,266.08,287.37
702-83-5291,C,Los Angeles,Member,Male,Food and beverages,99.82,9,44.92,943.299,3/27/2019,10:43,Cash,898.38,970.25
809-69-9497,A,New York,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,1/19/2019,19:30,Ewallet,456.8,616.68
449-16-6770,A,New York,Normal,Male,Health and beauty,50.79,5,12.7,266.6475,2/19/2019,14:53,Credit card,253.95,342.83
333-23-2632,A,New York,Member,Male,Health and beauty,10.08,7,3.53,74.088,3/28/2019,20:14,Cash,70.56,95.26
489-82-1237,A,New York,Normal,Female,Electronic accessories,93.88,7,32.86,690.018,1/5/2019,11:51,Credit card,657.16,920.02
859-97-6048,C,Los Angeles,Member,Male,Electronic accessories,84.25,2,8.43,176.925,3/26/2019,14:13,Credit card,168.5,235.9
676-10-2200,B,San Francisco,Member,Male,Food and beverages,53.78,1,2.69,56.469,2/3/2019,20:13,Ewallet,53.78,58.08
373-88-1424,C,Los Angeles,Member,Male,Home and lifestyle,35.81,5,8.95,188.0025,2/6/2019,18:44,Ewallet,179.05,241.72
365-16-4334,B,San Francisco,Normal,Female,Food and beverages,26.43,8,10.57,222.012,2/24/2019,14:26,Ewallet,211.44,228.36
503-21-4385,B,San Francisco,Member,Male,Health and beauty,39.91,3,5.99,125.7165,2/21/2019,12:40,Ewallet,119.73,161.64
305-89-2768,B,San Francisco,Member,Female,Home and lifestyle,21.9,3,3.29,68.985,1/9/2019,18:43,Ewallet,65.7,88.7
574-80-1489,B,San Francisco,Member,Female,Food and beverages,62.85,4,12.57,263.97,2/25/2019,13:22,Ewallet,251.4,271.51
784-08-0310,C,Los Angeles,Member,Female,Food and beverages,21.04,4,4.21,88.368,1/13/2019,13:58,Cash,84.16,90.89
200-40-6154,B,San Francisco,Member,Male,Home and lifestyle,65.91,6,19.77,415.233,2/9/2019,11:45,Cash,395.46,533.87
846-10-0341,A,New York,Normal,Female,Food and beverages,42.57,7,14.9,312.8895,1/6/2019,11:51,Cash,297.99,321.83
577-34-7579,C,Los Angeles,Member,Male,Food and beverages,50.49,9,22.72,477.1305,1/10/2019,17:16,Cash,454.41,490.76
430-02-3888,B,San Francisco,Normal,Male,Electronic accessories,46.02,6,13.81,289.926,2/7/2019,15:55,Cash,276.12,386.57
867-47-1948,C,Los Angeles,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,1/9/2019,12:07,Cash,158,213.3
384-59-6655,A,New York,Member,Female,Food and beverages,98.66,9,44.4,932.337,2/19/2019,15:07,Cash,887.94,958.98
256-58-3609,C,Los Angeles,Member,Male,Food and beverages,91.98,1,4.6,96.579,3/18/2019,15:29,Cash,91.98,99.34
324-92-3863,A,New York,Member,Male,Electronic accessories,20.89,2,2.09,43.869,2/5/2019,18:45,Cash,41.78,58.49
593-08-5916,A,New York,Normal,Female,Food and beverages,15.5,1,0.78,16.275,3/19/2019,15:23,Credit card,15.5,16.74
364-34-2972,C,Los Angeles,Member,Male,Electronic accessories,96.82,3,14.52,304.983,3/30/2019,20:37,Cash,290.46,406.64
794-42-3736,B,San Francisco,Normal,Male,Food and beverages,33.33,2,3.33,69.993,1/26/2019,14:41,Credit card,66.66,71.99
172-42-8274,B,San Francisco,Normal,Female,Electronic accessories,38.27,2,3.83,80.367,3/2/2019,18:18,Credit card,76.54,107.16
558-60-5016,A,New York,Normal,Female,Home and lifestyle,33.3,9,14.99,314.685,3/4/2019,15:27,Ewallet,299.7,404.6
195-06-0432,A,New York,Member,Male,Home and lifestyle,81.01,3,12.15,255.1815,1/13/2019,12:55,Credit card,243.03,328.09
605-03-2706,A,New York,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019,18:02,Cash,47.4,63.99
214-30-2776,B,San Francisco,Member,Female,Electronic accessories,34.49,5,8.62,181.0725,3/11/2019,19:44,Credit card,172.45,241.43
746-04-1077,B,San Francisco,Member,Female,Food and beverages,84.63,10,42.32,888.615,1/1/2019,11:36,Credit card,846.3,914
448-34-8700,B,San Francisco,Member,Male,Home and lifestyle,36.91,7,12.92,271.2885,2/10/2019,13:51,Ewallet,258.37,348.8
452-04-8808,B,San Francisco,Normal,Male,Electronic accessories,87.08,7,30.48,640.038,1/26/2019,15:17,Cash,609.56,853.38
531-56-4728,A,New York,Normal,Male,Home and lifestyle,80.08,3,12.01,252.252,2/11/2019,15:29,Cash,240.24,324.32
744-82-9138,C,Los Angeles,Normal,Male,Food and beverages,86.13,2,8.61,180.873,2/7/2019,17:59,Cash,172.26,186.04
883-69-1285,B,San Francisco,Member,Male,Food and beverages,49.92,2,4.99,104.832,3/6/2019,11:55,Credit card,99.84,107.83
221-25-5073,A,New York,Normal,Female,Food and beverages,74.66,4,14.93,313.572,3/4/2019,10:39,Cash,298.64,322.53
518-71-6847,B,San Francisco,Member,Male,Food and beverages,26.6,6,7.98,167.58,2/26/2019,15:10,Ewallet,159.6,172.37
156-20-0370,B,San Francisco,Normal,Female,Electronic accessories,25.45,1,1.27,26.7225,3/10/2019,18:10,Credit card,25.45,35.63
151-33-7434,B,San Francisco,Normal,Female,Food and beverages,67.77,1,3.39,71.1585,2/4/2019,20:43,Credit card,67.77,73.19
728-47-9078,C,Los Angeles,Member,Male,Food and beverages,59.59,4,11.92,250.278,1/19/2019,12:46,Cash,238.36,257.43
809-46-1866,A,New York,Normal,Male,Health and beauty,58.15,4,11.63,244.23,1/23/2019,17:44,Cash,232.6,314.01
139-32-4183,A,New York,Member,Female,Food and beverages,97.48,9,43.87,921.186,3/14/2019,14:19,Ewallet,877.32,947.51
148-41-7930,C,Los Angeles,Normal,Male,Health and beauty,99.96,7,34.99,734.706,1/23/2019,10:33,Cash,699.72,944.62
189-40-5216,C,Los Angeles,Normal,Male,Electronic accessories,96.37,7,33.73,708.3195,1/9/2019,11:40,Cash,674.59,944.43
374-38-5555,B,San Francisco,Normal,Female,Food and beverages,63.71,5,15.93,334.4775,2/7/2019,19:30,Ewallet,318.55,344.03
764-44-8999,B,San Francisco,Normal,Female,Health and beauty,14.76,2,1.48,30.996,2/18/2019,14:42,Ewallet,29.52,39.85
552-44-5977,B,San Francisco,Member,Male,Health and beauty,62,8,24.8,520.8,1/3/2019,19:08,Credit card,496,669.6
267-62-7380,C,Los Angeles,Member,Male,Electronic accessories,82.34,10,41.17,864.57,3/29/2019,19:12,Ewallet,823.4,1152.76
430-53-4718,B,San Francisco,Member,Male,Health and beauty,75.37,8,30.15,633.108,1/28/2019,15:46,Credit card,602.96,814
886-18-2897,A,New York,Normal,Female,Food and beverages,56.56,5,14.14,296.94,3/22/2019,19:06,Credit card,282.8,305.42
602-16-6955,B,San Francisco,Normal,Female,Food and beverages,76.6,10,38.3,804.3,1/24/2019,18:10,Ewallet,766,827.28
745-74-0715,A,New York,Normal,Male,Electronic accessories,58.03,2,5.8,121.863,3/10/2019,20:46,Ewallet,116.06,162.48
690-01-6631,B,San Francisco,Normal,Male,Food and beverages,17.49,10,8.75,183.645,2/22/2019,18:35,Ewallet,174.9,188.89
652-49-6720,C,Los Angeles,Member,Female,Electronic accessories,60.95,1,3.05,63.9975,2/18/2019,11:40,Ewallet,60.95,85.33
233-67-5758,C,Los Angeles,Normal,Male,Health and beauty,40.35,1,2.02,42.3675,1/29/2019,13:46,Ewallet,40.35,54.47
303-96-2227,B,San Francisco,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,3/2/2019,17:16,Ewallet,973.8,1314.63
727-02-1313,A,New York,Member,Male,Food and beverages,31.84,1,1.59,33.432,2/9/2019,13:22,Cash,31.84,34.39
347-56-2442,A,New York,Normal,Male,Home and lifestyle,65.82,1,3.29,69.111,2/22/2019,15:33,Cash,65.82,88.86
849-09-3807,A,New York,Member,Female,Food and beverages,88.34,7,30.92,649.299,2/18/2019,13:28,Cash,618.38,667.85
